,customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,age,address,postcode,state,country,property_valuation,transaction_id,product_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,profit
15087,2141,Georgie,Bruggen,Female,50.0,Programmer I,Financial Services,High Net Worth,N,Yes,4.0,59.0,27 Drewry Road,2102.0,NSW,Australia,10.0,15518,0,2017-08-20,0,Approved,Solex,Standard,medium,large,202.62,151.96,1991-05-06,50.66
15092,171,Halli,Davidoff,Female,62.0,Assistant Manager,Manufacturing,Mass Customer,N,No,10.0,52.0,13950 Jackson Avenue,2099.0,NSW,Australia,11.0,15523,73,2017-09-15,1,Approved,Solex,Standard,medium,medium,1945.43,333.18,2006-10-01,1612.25
15093,994,Rhetta,Kupker,Female,62.0,Librarian,Entertainment,Affluent Customer,N,Yes,5.0,45.0,64211 Laurel Alley,3141.0,VIC,Australia,10.0,15524,10,2017-04-19,1,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,2004-08-17,1103.43
15095,971,Sarge,Lerohan,Male,11.0,Geologist I,Manufacturing,High Net Worth,N,No,22.0,34.0,7628 Larry Trail,3428.0,VIC,Australia,7.0,15526,70,2017-10-08,0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,1991-05-06,830.2399999999999
15096,2525,Hans,Ison,Male,25.0,Cost Accountant,Financial Services,Mass Customer,N,No,8.0,30.0,88551 Hollow Ridge Pass,3500.0,VIC,Australia,2.0,15527,60,2017-03-02,0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,2011-08-24,217.51
15097,3453,Jammie,McEvon,Female,57.0,Product Engineer,Retail,Affluent Customer,N,No,14.0,34.0,12 Kings Hill,4272.0,QLD,Australia,9.0,15528,62,2017-07-15,1,Approved,Solex,Standard,medium,medium,478.16,298.72,1993-06-23,179.44
15098,1326,Goddard,Tinn,Male,15.0,Biostatistician III,Health,Affluent Customer,N,Yes,5.0,57.0,38 Main Park,3188.0,VIC,Australia,8.0,15530,28,2017-09-07,1,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1991-11-10,133.7800000000002
15100,3426,Ron,Dilon,Male,40.0,Assistant Media Planner,Entertainment,Mass Customer,N,No,17.0,64.0,3047 Spenser Pass,2750.0,NSW,Australia,8.0,15532,7,2017-05-25,0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,2004-09-28,745.94
15101,2862,Normand,Pattillo,Male,46.0,Cost Accountant,Financial Services,Mass Customer,N,No,10.0,35.0,4623 Anniversary Terrace,2031.0,NSW,Australia,10.0,15533,59,2017-12-16,0,Approved,Solex,Standard,medium,large,1061.56,733.58,1993-07-20,327.9799999999999
15102,1428,Morissa,Ozintsev,Female,93.0,Sales Representative,Retail,High Net Worth,N,No,1.0,24.0,1231 Grim Road,2760.0,NSW,Australia,8.0,15534,0,2017-01-25,0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,2015-06-17,14.229999999999997
15103,2609,Genvieve,Kobes,Female,17.0,Compensation Analyst,Financial Services,Mass Customer,N,Yes,14.0,58.0,34 Colorado Pass,2287.0,NSW,Australia,6.0,15535,5,2017-06-26,1,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,2014-03-03,114.93
15104,2726,Bradford,Monkton,Male,49.0,Administrative Officer,Financial Services,Affluent Customer,N,No,4.0,47.0,15776 Thackeray Alley,2261.0,NSW,Australia,7.0,15536,22,2017-02-14,0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,1993-07-15,15.080000000000005
15105,2317,Alwin,Cuberley,Male,97.0,Tax Accountant,Health,Mass Customer,N,Yes,16.0,46.0,08475 Shoshone Park,3116.0,VIC,Australia,9.0,15537,4,2017-09-16,1,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,2003-02-07,451.6500000000001
15106,1446,Gabriello,Nell,Male,51.0,Engineer I,Manufacturing,Mass Customer,N,No,17.0,36.0,70262 Hermina Court,3690.0,VIC,Australia,2.0,15538,68,2017-04-01,1,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,2010-08-20,1592.19
15107,1600,Priscella,Stathers,Female,20.0,Senior Financial Analyst,Financial Services,High Net Worth,N,No,2.0,38.0,96 Sundown Point,4220.0,QLD,Australia,9.0,15539,0,2017-10-10,0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,2004-12-18,75.48000000000002
15108,2535,Butch,Broadnicke,Male,53.0,Accountant III,Financial Services,Affluent Customer,N,No,13.0,42.0,778 Cambridge Street,4209.0,QLD,Australia,4.0,15540,1,2017-02-20,0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2016-11-14,448.67999999999995
15114,2457,Benito,Vearnals,Male,70.0,Developer IV,IT,High Net Worth,N,Yes,15.0,48.0,4694 Carioca Court,4060.0,QLD,Australia,10.0,15547,99,2017-05-31,1,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,2003-07-21,189.27999999999997
15116,2113,Nita,Bushell,Female,91.0,Internal Auditor,Manufacturing,Affluent Customer,N,No,17.0,51.0,15 Mcguire Junction,4128.0,QLD,Australia,6.0,15549,36,2017-04-05,0,Approved,Solex,Standard,low,medium,945.04,507.58,1995-12-19,437.46
15119,404,Sinclair,Sustins,Male,92.0,Geologist I,Financial Services,Affluent Customer,N,Yes,4.0,27.0,333 Bunting Crossing,2536.0,NSW,Australia,4.0,15552,37,2017-07-05,1,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1999-12-04,1544.6100000000001
15120,3007,Tudor,Pepper,Male,38.0,Environmental Tech,Manufacturing,Mass Customer,N,No,16.0,50.0,5913 Ramsey Road,2478.0,NSW,Australia,10.0,15553,73,2017-01-26,1,Approved,Solex,Standard,medium,medium,1945.43,333.18,2002-08-31,1612.25
15121,2024,Elinor,Biggerstaff,Female,69.0,VP Sales,IT,Mass Customer,N,Yes,2.0,23.0,53358 David Circle,4306.0,QLD,Australia,3.0,15554,10,2017-12-01,1,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,2013-03-12,1103.43
15122,2051,Teresita,Drinnan,Female,8.0,Geological Engineer,Manufacturing,Affluent Customer,N,No,20.0,64.0,51960 Gulseth Point,2009.0,NSW,Australia,12.0,15555,93,2017-10-19,1,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,2000-11-03,834.9399999999999
15125,2162,Andrew,Blunt,Male,49.0,Paralegal,Financial Services,High Net Worth,N,Yes,10.0,49.0,79291 3rd Circle,2760.0,NSW,Australia,8.0,15558,84,2017-11-07,1,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,2006-05-22,198.22000000000003
15126,778,Stacy,Pozzi,Male,24.0,Assistant Professor,Manufacturing,High Net Worth,N,No,13.0,46.0,90 New Castle Trail,2137.0,NSW,Australia,9.0,15559,100,2017-04-01,0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,2003-08-05,152.54999999999995
15127,777,Wolfgang,Tarrier,Male,2.0,Paralegal,Financial Services,High Net Worth,N,No,4.0,30.0,6 Melody Trail,2145.0,NSW,Australia,9.0,15560,86,2017-01-27,0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,2003-03-18,309.80999999999995
15128,1502,Margalit,Handrick,Female,52.0,Design Engineer,Financial Services,Affluent Customer,N,Yes,11.0,33.0,78960 Schiller Lane,2450.0,NSW,Australia,4.0,15561,74,2017-06-09,0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,2006-05-22,827.1599999999999
15129,3367,Melisse,Massei,Female,75.0,Librarian,Entertainment,Mass Customer,N,Yes,1.0,22.0,3 Weeping Birch Plaza,3677.0,VIC,Australia,2.0,15562,20,2017-03-14,1,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,1991-08-05,195.33999999999992
15130,1402,Hillier,Andraud,Male,58.0,Assistant Professor,Telecommunications,Mass Customer,N,No,1.0,21.0,42829 Charing Cross Road,3107.0,VIC,Australia,8.0,15563,34,2017-11-03,1,Approved,Norco Bicycles,Road,high,large,774.53,464.72,2003-03-18,309.80999999999995
15131,2006,Hyacinthia,Tuley,Female,33.0,Senior Developer,Property,High Net Worth,N,Yes,2.0,23.0,4 Rowland Plaza,2324.0,NSW,Australia,4.0,15564,33,2017-03-01,1,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,2011-05-09,199.0999999999999
15134,2761,Agathe,Weafer,Female,78.0,Information Systems Manager,Financial Services,Mass Customer,N,No,19.0,61.0,8 Anderson Lane,2214.0,NSW,Australia,9.0,15567,28,2017-10-14,1,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1996-11-09,133.7800000000002
15137,980,Max,Gronaver,Female,19.0,Registered Nurse,Health,Mass Customer,N,No,8.0,45.0,26204 Monument Alley,2289.0,NSW,Australia,8.0,15570,43,2017-03-26,0,Approved,Solex,Standard,medium,medium,1151.96,649.49,1999-12-04,502.47
15138,1917,Raquela,Schimpke,Female,7.0,Senior Sales Associate,Argiculture,Affluent Customer,N,Yes,8.0,50.0,90128 Caliangt Place,2484.0,NSW,Australia,4.0,15571,83,2017-05-26,0,Approved,Solex,Touring,medium,large,2083.94,675.03,2004-08-07,1408.91
15139,1078,Abe,Pilley,Male,69.0,Executive Secretary,Manufacturing,Mass Customer,N,No,20.0,47.0,356 Petterle Way,2193.0,NSW,Australia,9.0,15572,32,2017-04-03,1,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,2002-03-22,431.33000000000004
15140,1794,Caro,McKirton,Female,53.0,Administrative Officer,Property,Mass Customer,N,No,8.0,54.0,59 Old Gate Drive,4878.0,QLD,Australia,5.0,15573,37,2017-10-23,1,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1999-07-20,1544.6100000000001
15141,3011,Robena,Barks,Female,84.0,Staff Scientist,Financial Services,High Net Worth,N,No,3.0,29.0,54 Nevada Plaza,2096.0,NSW,Australia,12.0,15574,90,2017-11-24,0,Approved,Solex,Standard,low,medium,945.04,507.58,1995-12-19,437.46
15142,2895,Lind,Mc Ilory,Female,85.0,Librarian,Entertainment,Mass Customer,N,Yes,5.0,56.0,5 Forster Center,2075.0,NSW,Australia,9.0,15575,58,2017-04-16,0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,2015-10-18,771.12
15143,2820,Tristam,Gutcher,Male,44.0,Engineer I,Manufacturing,Affluent Customer,N,Yes,16.0,44.0,68 Roth Crossing,2295.0,NSW,Australia,8.0,15576,68,2017-04-01,1,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,2000-05-22,1592.19
15144,362,Jamima,Pirolini,Female,47.0,Software Engineer IV,Financial Services,High Net Worth,N,Yes,18.0,48.0,8728 Express Way,2340.0,NSW,Australia,7.0,15577,0,2017-10-02,1,Approved,Solex,Road,medium,medium,416.98,312.74,1997-05-10,104.24000000000001
15146,1745,Leigha,Clawson,Female,37.0,Chief Design Engineer,Financial Services,Mass Customer,N,Yes,6.0,68.0,4216 Annamark Pass,4300.0,QLD,Australia,4.0,15579,71,2017-03-12,1,Approved,Solex,Standard,high,large,1842.92,1105.75,2016-12-06,737.1700000000001
15147,1804,Matelda,Kordas,Female,91.0,Product Engineer,Property,Affluent Customer,N,No,4.0,60.0,3 Mallard Center,2251.0,NSW,Australia,8.0,15580,94,2017-11-29,1,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,2013-06-09,641.64
15150,2872,Tabbi,Tyght,Female,52.0,Assistant Professor,Health,Affluent Customer,N,Yes,17.0,49.0,78814 Sundown Drive,4810.0,QLD,Australia,8.0,15583,9,2017-04-16,0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,2007-08-04,75.13999999999999
15151,365,Romona,Capitano,Female,98.0,VP Quality Control,Property,High Net Worth,N,No,15.0,47.0,411 Homewood Lane,4020.0,QLD,Australia,5.0,15584,0,2017-05-07,1,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,2015-06-17,14.229999999999997
15152,939,Cristian,Theodoris,Male,53.0,Product Engineer,Manufacturing,Mass Customer,N,No,6.0,62.0,32 Dennis Hill,2233.0,NSW,Australia,9.0,15585,90,2017-05-03,0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,2005-05-10,72.59999999999997
15153,448,Robin,Crack,Female,34.0,Software Engineer III,IT,High Net Worth,N,No,3.0,28.0,528 Buell Crossing,2748.0,NSW,Australia,10.0,15586,14,2017-01-08,1,Approved,Solex,Standard,high,large,1842.92,1105.75,1995-10-24,737.1700000000001
15155,1593,Tommy,Kupisz,Female,69.0,Tax Accountant,IT,Mass Customer,N,No,17.0,43.0,2272 Buena Vista Center,2065.0,NSW,Australia,12.0,15588,39,2017-11-07,0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,2010-06-07,1230.27
15156,1110,Lazar,Cherryman,Male,73.0,Information Systems Manager,Retail,High Net Worth,N,No,12.0,32.0,9 Dayton Alley,3757.0,VIC,Australia,7.0,15589,31,2017-07-30,1,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,1999-06-23,547.28
15158,3492,Urbanus,Redding,Male,83.0,Civil Engineer,Manufacturing,Mass Customer,N,No,19.0,57.0,2986 Holmberg Circle,3021.0,VIC,Australia,9.0,15591,11,2017-10-11,0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,2007-08-04,509.97
15159,2020,Portia,Proudlock,Female,50.0,Biostatistician IV,Property,Affluent Customer,N,Yes,14.0,52.0,31 Scofield Trail,3020.0,VIC,Australia,8.0,15592,27,2017-01-23,0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,1992-10-11,110.80999999999995
15161,2388,Quincy,Weben,Male,84.0,Cost Accountant,Financial Services,Mass Customer,N,No,1.0,26.0,7256 Forster Crossing,2533.0,NSW,Australia,8.0,15594,1,2017-06-13,0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2016-11-14,448.67999999999995
15163,365,Romona,Capitano,Female,98.0,VP Quality Control,Property,High Net Worth,N,No,15.0,47.0,411 Homewood Lane,4020.0,QLD,Australia,5.0,15596,38,2017-05-15,1,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2012-09-15,1702.5499999999997
15164,1258,Nefen,Ferriere,Male,89.0,Geological Engineer,Manufacturing,Mass Customer,N,No,6.0,45.0,71 Sundown Circle,4720.0,QLD,Australia,1.0,15597,49,2017-04-09,1,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,2012-06-04,133.38
15167,97,Arne,Corain,Male,16.0,Community Outreach Specialist,Financial Services,Mass Customer,N,Yes,10.0,44.0,6088 Roxbury Hill,2766.0,New South Wales,Australia,8.0,15600,86,2017-07-30,0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,1998-12-16,110.56
15170,2429,Emeline,Baldi,Female,54.0,Assistant Professor,Manufacturing,Mass Customer,N,Yes,3.0,42.0,338 Little Fleur Avenue,2170.0,NSW,Australia,9.0,15603,44,2017-02-18,1,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,2006-10-01,1660.88
15171,3258,Hettie,Godden,Female,77.0,Sales Representative,Retail,Mass Customer,N,Yes,18.0,44.0,5 Stone Corner Parkway,2093.0,NSW,Australia,9.0,15604,37,2017-07-11,0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1999-12-04,1544.6100000000001
15172,1217,Dulcinea,Janssen,Female,67.0,Structural Engineer,Manufacturing,High Net Worth,N,No,16.0,55.0,387 Pawling Drive,2580.0,NSW,Australia,4.0,15605,33,2017-09-06,0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,2008-03-19,199.0999999999999
15173,243,Barbara,Croxley,Female,94.0,Teacher,Manufacturing,High Net Worth,N,Yes,14.0,46.0,2914 Vahlen Lane,2250.0,NSW,Australia,8.0,15606,0,2017-04-18,0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,1993-05-26,15.080000000000005
15176,2609,Genvieve,Kobes,Female,17.0,Compensation Analyst,Financial Services,Mass Customer,N,Yes,14.0,58.0,34 Colorado Pass,2287.0,NSW,Australia,6.0,15609,91,2017-04-16,0,Approved,Solex,Standard,medium,medium,100.35,75.26,2013-06-09,25.08999999999999
15177,1714,Esma,Rycroft,Female,80.0,Senior Sales Associate,Property,High Net Worth,N,Yes,4.0,25.0,20415 Clyde Gallagher Parkway,2333.0,NSW,Australia,5.0,15610,34,2017-10-15,1,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,2016-07-09,1069.5500000000002
15178,2058,Ronna,Wickersham,Female,99.0,Database Administrator I,Argiculture,High Net Worth,N,No,7.0,45.0,9362 Grim Plaza,4702.0,QLD,Australia,1.0,15611,18,2017-08-20,0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,2015-08-10,459.46000000000015
15179,2120,Clare,Attoe,Male,80.0,Web Designer III,Manufacturing,Mass Customer,N,No,1.0,26.0,35 Harbort Way,2446.0,NSW,Australia,8.0,15612,4,2017-03-16,0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,2005-08-09,451.6500000000001
15180,793,Kissie,Delong,Female,97.0,Actuary,Financial Services,High Net Worth,N,Yes,9.0,34.0,57 Gulseth Terrace,2099.0,NSW,Australia,10.0,15613,0,2017-10-16,1,Approved,Solex,Standard,medium,large,202.62,151.96,1994-08-10,50.66
15181,474,Consolata,Clacson,Female,86.0,Geologist IV,Entertainment,Affluent Customer,N,No,18.0,40.0,91 Eagle Crest Circle,2567.0,NSW,Australia,9.0,15614,100,2017-09-23,0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,1991-05-06,830.2399999999999
15182,2020,Portia,Proudlock,Female,50.0,Biostatistician IV,Property,Affluent Customer,N,Yes,14.0,52.0,31 Scofield Trail,3020.0,VIC,Australia,8.0,15615,26,2017-08-18,0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,1991-11-10,1230.3000000000002
15184,2055,Harmon,Bakster,Male,46.0,Administrative Assistant III,Retail,High Net Worth,N,No,7.0,42.0,1786 Orin Street,2327.0,NSW,Australia,3.0,15617,43,2017-10-11,1,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,2003-09-09,737.5699999999999
15187,991,Lenna,Coales,Female,11.0,Financial Analyst,Financial Services,Mass Customer,N,Yes,10.0,31.0,00745 Huxley Center,3757.0,VIC,Australia,9.0,15620,80,2017-03-14,0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1991-07-10,139.2299999999999
15188,122,Colver,Itter,Male,87.0,Quality Control Specialist,Financial Services,Mass Customer,N,Yes,12.0,44.0,5 Prairie Rose Road,4817.0,QLD,Australia,2.0,15621,5,2017-10-04,1,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,2011-08-29,114.93
15189,3221,Brigid,Quigley,Female,59.0,Internal Auditor,Property,High Net Worth,N,Yes,11.0,63.0,11 Crescent Oaks Junction,4055.0,QLD,Australia,8.0,15623,91,2017-06-26,1,Approved,WeareA2B,Standard,low,medium,642.31,513.85,2004-12-18,128.45999999999992
15190,689,Hamnet,Berford,Male,91.0,Senior Developer,Entertainment,High Net Worth,N,Yes,16.0,57.0,75826 Bellgrove Trail,3095.0,Victoria,Australia,10.0,15624,28,2017-03-18,0,Approved,Solex,Road,medium,small,1703.52,1516.13,2011-04-16,187.38999999999987
15191,1270,Cullen,Langshaw,Male,72.0,Paralegal,Financial Services,Affluent Customer,N,No,10.0,40.0,640 Toban Hill,4702.0,QLD,Australia,6.0,15625,94,2017-02-12,0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,2013-06-09,641.64
15196,1273,Hieronymus,Whinray,Male,48.0,General Manager,Financial Services,Affluent Customer,N,Yes,14.0,49.0,7928 Mendota Circle,4503.0,QLD,Australia,2.0,15630,64,2017-12-07,0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,2011-01-10,872.8900000000001
15198,2954,Albertine,Fibbitts,Female,23.0,Pharmacist,Health,Mass Customer,N,No,16.0,49.0,3 New Castle Terrace,3032.0,VIC,Australia,8.0,15632,30,2017-02-19,0,Approved,Solex,Standard,high,medium,748.17,448.9,1991-11-10,299.27
15200,3311,Clary,Bennitt,Female,57.0,Civil Engineer,Manufacturing,Mass Customer,N,Yes,8.0,43.0,4 Tomscot Alley,4343.0,QLD,Australia,7.0,15634,72,2017-09-12,1,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,2011-01-10,90.09999999999997
15203,1998,Hamil,Britch,Male,13.0,Media Manager IV,Manufacturing,High Net Worth,N,No,21.0,48.0,6 Rockefeller Pass,3075.0,VIC,Australia,7.0,15637,30,2017-02-24,1,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,1991-05-06,456.44999999999993
15204,2130,Evangelina,Coxhell,Female,95.0,Structural Engineer,Property,High Net Worth,N,Yes,16.0,33.0,26064 Morningstar Junction,2480.0,NSW,Australia,2.0,15638,79,2017-12-29,1,Approved,Solex,Touring,medium,large,2083.94,675.03,2015-08-02,1408.91
15206,218,Stefa,Dunnan,Female,37.0,Administrative Officer,Property,High Net Worth,N,Yes,8.0,30.0,09040 Myrtle Parkway,2015.0,NSW,Australia,8.0,15640,36,2017-01-10,1,Approved,Solex,Standard,low,medium,1289.85,74.51,2003-02-16,1215.34
15207,274,Tessi,Hesse,Female,66.0,Social Worker,Health,Mass Customer,N,Yes,14.0,46.0,32062 Oak Terrace,3205.0,VIC,Australia,8.0,15641,4,2017-02-10,1,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,2011-04-16,451.6500000000001
15210,965,Meggie,Whitchurch,Female,86.0,Structural Engineer,Retail,High Net Worth,N,Yes,5.0,26.0,5 Hintze Hill,2641.0,NSW,Australia,1.0,15644,66,2017-10-31,1,Approved,Solex,Standard,medium,medium,1163.89,589.27,2003-08-05,574.6200000000001
15211,1552,Cully,Mangeon,Male,80.0,Research Associate,Entertainment,Mass Customer,N,Yes,8.0,35.0,8 Bobwhite Park,2768.0,NSW,Australia,10.0,15645,54,2017-01-21,1,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,2015-06-17,1279.3999999999999
15213,803,Nina,Murcutt,Female,96.0,Nuclear Power Engineer,Manufacturing,High Net Worth,N,No,3.0,23.0,1899 Manley Court,4551.0,QLD,Australia,7.0,15647,0,2017-10-24,0,Approved,Solex,Road,medium,medium,416.98,312.74,1997-05-10,104.24000000000001
15214,923,Garrek,Grimwade,Male,44.0,Senior Financial Analyst,Financial Services,High Net Worth,N,No,19.0,46.0,43455 Carey Center,4131.0,QLD,Australia,4.0,15648,0,2017-11-28,0,Approved,Solex,Standard,medium,medium,71.49,53.62,2012-12-02,17.869999999999997
15217,1652,Ulrikaumeko,Heffernon,Female,53.0,Operator,Manufacturing,High Net Worth,N,Yes,7.0,41.0,3 Fordem Park,4011.0,QLD,Australia,10.0,15651,35,2017-06-22,1,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2011-08-29,448.67999999999995
15219,1479,Avrom,Clougher,Male,25.0,Help Desk Technician,Argiculture,Mass Customer,N,No,21.0,45.0,76 Norway Maple Drive,4509.0,QLD,Australia,6.0,15653,53,2017-02-11,1,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,1997-02-09,693.76
15220,2766,Rozanna,Chartman,Female,93.0,Financial Advisor,Financial Services,High Net Worth,N,Yes,8.0,34.0,95 Meadow Valley Plaza,2203.0,NSW,Australia,9.0,15654,77,2017-02-26,0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,2007-12-11,1660.88
15221,1302,Ericka,Eggers,Female,29.0,Biostatistician I,Financial Services,Affluent Customer,N,Yes,2.0,25.0,9 Sugar Junction,4053.0,QLD,Australia,7.0,15655,76,2017-05-06,0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,2003-09-09,128.45999999999992
15222,265,Pennie,Stoile,Male,74.0,Sales Representative,Retail,High Net Worth,N,Yes,18.0,57.0,19220 Evergreen Crossing,3195.0,VIC,Australia,9.0,15656,82,2017-10-12,1,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,2016-02-04,709.34
15223,2400,Lindsay,Stollsteiner,Male,73.0,Office Assistant III,Property,Mass Customer,N,Yes,22.0,45.0,846 Carberry Street,4218.0,QLD,Australia,11.0,15657,49,2017-04-02,1,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,2001-11-25,133.38
